usuario,genero,minutos_reproducidos
u07093,Accion,98
u09763,Accion,93
u04428,Comedia,29
u00079,Terror,56
u01819,Drama,150
u09237,Drama,177
u09804,Comedia,43
u00432,Drama,171
u08805,Suspenso,80
u04351,Romance,124
u08464,Documental,28
u04432,Terror,102
u08950,Accion,61
u04304,Accion,140
u08306,Drama,151
u05152,Terror,108
u05017,Accion,94
u01963,Comedia,42
u03066,Drama,135
u03949,Accion,113
u07672,Terror,102
u09026,Comedia,67
u07107,Comedia,52
u00929,Accion,73
u05423,Terror,92
u02916,Accion,52
u09536,Accion,165
u05388,Comedia,19
u09390,Terror,100
u00198,Comedia,26
u09049,Accion,162
u04398,Drama,85
u04501,Drama,145
u06866,Suspenso,103
u09186,Accion,157
u00846,Romance,75
u06291,Accion,113
u01748,Drama,118
u05508,Suspenso,114
u04966,Terror,123
u09760,Drama,45
u00346,Documental,47
u00156,Comedia,103
u05562,Drama,110
u07370,Accion,159
u05033,Comedia,50
u08334,Accion,95
u00104,Drama,127
u01239,Suspenso,111
u07477,Comedia,113
u04204,Terror,102
u03532,Accion,151
u03876,Drama,99
u08116,Accion,170
u01253,Accion,148
u07080,Documental,74
u07110,Suspenso,109
u08400,Drama,116
u05641,Comedia,67
u01763,Terror,106
u08910,Accion,171
u01429,Drama,105
u04277,Suspenso,193
u08006,Terror,64
u00641,Terror,70
u01823,Accion,151
u05805,Accion,171
u03049,Comedia,12
u03228,Suspenso,84
u01920,Comedia,5
u09603,Terror,104
u08663,Accion,124
u05800,Drama,115
u04100,Romance,40
u06138,Comedia,46
u06342,Accion,74
u07564,Terror,141
u09594,Suspenso,100
u09690,Comedia,52
u09913,Comedia,71
u00579,Comedia,43
u05005,Accion,136
u02601,Comedia,96
u08935,Comedia,63
u05783,Comedia,46
u04271,Accion,81
u02031,Drama,69
u05860,Drama,140
u03108,Comedia,80
u07182,Romance,62
u02229,Documental,55
u03265,Terror,76
u01735,Comedia,31
u04944,Romance,93
u05024,Terror,106
u04110,Comedia,115
u09647,Suspenso,96
u02127,Accion,149
u03956,Terror,110
u08193,Comedia,29
u05084,Drama,117
u06931,Comedia,62
u08839,Drama,115
u06610,Comedia,74
u07679,Drama,170
u00708,Accion,112
u08795,Accion,89
u02832,Suspenso,118
u03662,Comedia,15
u04110,Terror,84
u02091,Accion,174
u01099,Terror,128
u01951,Terror,78
u03379,Terror,112
u03825,Suspenso,104
u02883,Suspenso,112
u06224,Accion,135
u02011,Drama,93
u00494,Accion,118
u08114,Accion,71
u01852,Comedia,43
u05379,Accion,102
u06648,Comedia,48
u07496,Drama,142
u04944,Suspenso,106
u04637,Comedia,19
u07389,Drama,128
u06751,Accion,121
u04842,Suspenso,84
u09611,Documental,93
u05792,Comedia,49
u08433,Comedia,29
u02401,Accion,104
u07518,Terror,84
u08286,Comedia,68
u03399,Comedia,32
u09936,Drama,173
u04011,Suspenso,182
u04149,Terror,93
u03969,Suspenso,105
u09661,Drama,190
u02678,Drama,49
u02406,Accion,119
u07647,Comedia,21
u01276,Suspenso,130
u07316,Drama,113
u09262,Terror,117
u01142,Accion,110
u01567,Romance,118
u07381,Terror,93
u06298,Romance,117
u07615,Comedia,5
u09108,Drama,162
u05433,Suspenso,95
u04537,Comedia,92
u05274,Comedia,5
u03857,Comedia,56
u02905,Drama,127
u05989,Comedia,73
u06299,Accion,70
u05657,Drama,93
u09994,Accion,75
u03794,Romance,84
u01661,Romance,77
u07853,Documental,60
u06094,Terror,125
u06458,Suspenso,86
u01619,Suspenso,145
u00594,Accion,149
u02071,Accion,109
u00648,Suspenso,91
u01330,Comedia,85
u01424,Suspenso,128
u05931,Accion,51
u09073,Accion,121
u07026,Comedia,46
u01235,Comedia,41
u09810,Suspenso,151
u05678,Romance,104
u01457,Drama,118
u05480,Accion,99
u02831,Accion,108
u09265,Terror,94
u03733,Suspenso,89
u07755,Romance,68
u07389,Terror,80
u06880,Accion,165
u07174,Comedia,34
u01079,Drama,106
u07183,Accion,71
u04619,Romance,141
u05503,Terror,108
u05496,Accion,98
u04915,Drama,82
u05797,Suspenso,62
u07353,Suspenso,120
u00088,Suspenso,81
u05875,Suspenso,162
u04452,Drama,76
u01089,Accion,162
u00654,Comedia,52
u03110,Drama,146
u01398,Comedia,31
u04761,Terror,93
u02428,Accion,153
u02085,Romance,129
u08931,Comedia,57
u03000,Drama,173
u04430,Comedia,15
u02467,Suspenso,95
u00881,Accion,121
u07951,Comedia,48
u06738,Drama,112
u09729,Accion,168
u06596,Drama,31
u05037,Terror,88
u08632,Romance,108
u02047,Documental,12
u02195,Comedia,44
u09078,Terror,70
u08490,Accion,68
u06514,Terror,115
u00894,Comedia,28
u07401,Accion,97
u00660,Accion,171
u00124,Drama,170
u00248,Accion,99
u09678,Drama,162
u01406,Drama,110
u07104,Drama,146
u01130,Accion,97
u04774,Accion,106
u09666,Suspenso,52
u06714,Documental,39
u02528,Comedia,28
u07026,Comedia,61
u00469,Suspenso,120
u06510,Accion,131
u06902,Comedia,47
u05022,Comedia,53
u01919,Accion,125
u08531,Drama,71
u07464,Drama,53
u03698,Suspenso,123
u03834,Drama,169
u04451,Accion,94
u05188,Accion,58
u06293,Accion,98
u00246,Accion,71
u05796,Accion,59
u09179,Terror,85
u08839,Accion,123
u07037,Drama,111
u08636,Drama,108
u05304,Drama,134
u08479,Accion,162
u06840,Suspenso,114
u09041,Comedia,43
u09701,Comedia,46
u00335,Terror,100
u00887,Terror,96
u04268,Comedia,66
u00875,Accion,96
u02567,Suspenso,68
u01331,Terror,88
u01774,Drama,75
u08092,Romance,104
u03754,Accion,146
u04507,Accion,76
u01445,Documental,85
u06631,Suspenso,135
u07974,Accion,92
u04596,Comedia,43
u00568,Drama,105
u09890,Drama,142
u04765,Comedia,39
u06637,Accion,113
u05808,Comedia,24
u09293,Drama,98
u00046,Comedia,42
u02807,Accion,145
u09731,Drama,197
u02784,Comedia,34
u07127,Accion,147
u00761,Terror,101
u06221,Drama,167
u06129,Terror,107
u01513,Comedia,72
u05351,Accion,164
u00661,Drama,136
u06251,Drama,122
u00698,Terror,81
u07967,Drama,82
u09223,Suspenso,82
u00825,Drama,114
u00979,Drama,112
u05462,Accion,84
u09496,Suspenso,91
u01725,Accion,90
u06221,Terror,75
u06268,Comedia,38
u02332,Romance,61
u06989,Comedia,63
u03830,Documental,93
u06752,Terror,108
u08749,Drama,149
u09315,Romance,108
u08056,Drama,183
u02116,Comedia,5
u02126,Terror,66
u03218,Accion,103
u08267,Drama,139
u05971,Romance,100
u08706,Comedia,45
u06019,Comedia,52
u07837,Comedia,41
u05882,Drama,92
u07216,Comedia,84
u04230,Suspenso,144
u06971,Drama,88
u03091,Romance,102
u02032,Romance,102
u03407,Comedia,5
u03991,Suspenso,112
u08723,Accion,120
u08033,Comedia,50
u08626,Terror,91
u01630,Accion,134
u03708,Drama,171
u06277,Terror,70
u08259,Terror,93
u08860,Terror,68
u00150,Accion,107
u01133,Comedia,52
u07663,Terror,110
u04711,Drama,103
u05201,Accion,105
u00540,Romance,55
u01822,Accion,150
u08667,Drama,96
u02302,Accion,143
u02541,Suspenso,100
u02619,Drama,61
u07373,Comedia,90
u02850,Terror,125
u07894,Comedia,67
u05345,Accion,138
u06574,Accion,84
u05599,Accion,140
u03489,Accion,126
u05493,Romance,62
u03483,Accion,130
u05795,Drama,91
u08442,Suspenso,116
u00559,Terror,96
u09778,Comedia,35
u05770,Comedia,73
u02332,Accion,91
u06825,Accion,73
u05089,Accion,65
u01725,Accion,149
u01587,Accion,119
u04837,Accion,86
u02793,Drama,161
u06589,Accion,120
u00417,Comedia,41
u06606,Suspenso,108
u00804,Terror,73
u02951,Accion,77
u01570,Accion,171
u08490,Romance,87
u03233,Comedia,7
u08974,Accion,77
u03033,Comedia,27
u04508,Terror,84
u04722,Romance,110
u08615,Terror,98
u09310,Comedia,12
u04639,Documental,79
u03972,Accion,91
u07630,Comedia,10
u07524,Comedia,6
u08728,Drama,136
u02266,Accion,56
u09570,Drama,75
u03649,Drama,173
u07895,Comedia,57
u09316,Accion,160
u00421,Terror,99
u07474,Romance,117
u06573,Comedia,96
u00315,Accion,106
u06234,Romance,92
u02487,Accion,104
u05371,Comedia,37
u01601,Terror,91
u05356,Accion,143
u02618,Suspenso,109
u00100,Terror,93
u09083,Terror,114
u09004,Accion,101
u09614,Comedia,5
u04044,Documental,38
u08437,Comedia,23
u03453,Accion,149
u06306,Comedia,78
u01014,Comedia,43
u04390,Suspenso,80
u00246,Comedia,52
u09400,Suspenso,87
u03521,Accion,77
u03240,Drama,206
u09832,Comedia,34
u03477,Comedia,52
u07584,Terror,99
u03596,Drama,80
u07834,Romance,113
u01040,Comedia,67
u06350,Accion,91
u08088,Accion,100
u09179,Terror,126
u00960,Drama,116
u02253,Drama,137
u04253,Terror,83
u05535,Accion,157
u04927,Comedia,45
u00299,Drama,172
u00019,Comedia,79
u09715,Drama,110
u08892,Accion,134
u06440,Drama,60
u00625,Comedia,39
u02417,Suspenso,70
u01153,Drama,80
u01299,Documental,52
u00376,Drama,138
u05208,Accion,168
u03993,Accion,93
u05060,Accion,101
u06360,Accion,77
u01383,Romance,102
u00852,Drama,73
u05601,Suspenso,94
u09500,Drama,199
u08675,Suspenso,93
u09240,Drama,67
u05164,Accion,99
u09111,Accion,142
u02529,Comedia,79
u06222,Drama,128
u02366,Suspenso,94
u08096,Romance,44
u04612,Suspenso,65
u06014,Accion,148
u05919,Terror,95
u01735,Comedia,45
u01537,Suspenso,110
u09742,Suspenso,95
u01246,Drama,119
u02534,Romance,133
u01815,Drama,105
u03527,Accion,101
u09324,Drama,170
u06631,Accion,148
u04489,Terror,81
u04215,Suspenso,92
u01774,Terror,107
u08958,Drama,88
u06047,Romance,77
u01581,Suspenso,80
u09854,Comedia,7
u09863,Drama,69
u08179,Terror,145
u01088,Comedia,70
u07174,Comedia,26
u03490,Suspenso,98
u06161,Comedia,34
u08012,Documental,26
u02601,Comedia,67
u02490,Terror,104
u06510,Drama,100
u07523,Accion,183
u09629,Suspenso,113
u00816,Suspenso,107
u08031,Terror,85
u08424,Romance,91
u09677,Accion,126
u07258,Comedia,58
u07318,Documental,5
u08040,Drama,112
u01479,Comedia,33
u04485,Comedia,77
u01332,Romance,70
u01281,Terror,85
u02422,Accion,66
u02240,Accion,93
u01406,Accion,136
u07604,Suspenso,10
u08371,Comedia,58
u06366,Documental,5
u08085,Documental,19
u08743,Terror,93
u06128,Terror,80
u04075,Drama,160
u05433,Comedia,48
u04905,Comedia,52
u05780,Romance,118
u05654,Comedia,25
u04253,Documental,66
u05934,Suspenso,60
u08393,Accion,82
u07557,Comedia,46
u03896,Accion,87
u09539,Accion,39
u04441,Drama,71
u02464,Comedia,44
u02145,Romance,103
u06098,Comedia,43
u08813,Accion,123
u06884,Accion,98
u01778,Comedia,34
u03881,Drama,120
u06685,Accion,103
u01133,Comedia,56
u00955,Terror,107
u00132,Accion,66
u00605,Accion,167
u04662,Comedia,79
u07410,Accion,124
u01401,Comedia,24
u06448,Terror,69
u02549,Documental,38
u05760,Accion,120
u01886,Drama,129
u00339,Accion,159
u05804,Comedia,92
u06559,Documental,31
u00911,Documental,40
u03997,Drama,115
u09046,Accion,92
u04271,Drama,137
u08020,Suspenso,101
u05501,Drama,113
u04615,Terror,106
u00897,Terror,78
u08425,Comedia,16
u02759,Terror,87
u09017,Accion,135
u08317,Comedia,61
u00698,Drama,128
u01062,Terror,98
u00248,Comedia,5
u01920,Romance,55
u01612,Comedia,35
u08333,Accion,108
u04193,Accion,114
u05775,Comedia,53
u03664,Drama,68
u01378,Comedia,48
u07156,Suspenso,94
u06619,Terror,99
u02864,Comedia,69
u09743,Terror,55
u09000,Drama,147
u04631,Terror,76
u02313,Romance,91
u08864,Accion,50
u08497,Romance,129
u04880,Terror,68
u01312,Accion,131
u07843,Romance,104
u04397,Comedia,21
u08328,Accion,88
u06632,Comedia,51
u03313,Terror,91
u02852,Romance,78
u03033,Accion,120
u02407,Romance,109
u03066,Accion,90
u07620,Accion,134
u09434,Comedia,5
u07887,Drama,101
u08323,Drama,91
u00627,Accion,93
u00288,Accion,154
u05887,Drama,124
u02708,Comedia,89
u02104,Drama,122
u02382,Accion,136
u01635,Documental,41
u09788,Drama,115
u08879,Romance,76
u01612,Comedia,5
u04063,Drama,31
u05514,Comedia,86
u08033,Accion,125
u05284,Comedia,40
u05930,Accion,98
u09187,Comedia,19
u01402,Terror,59
u06192,Comedia,53
u01554,Terror,104
u06745,Documental,83
u03571,Comedia,31
u06296,Accion,163
u08852,Terror,83
u00965,Drama,176
u00988,Suspenso,122
u08805,Accion,51
u07367,Drama,141
u02131,Terror,87
u07222,Accion,118
u09469,Accion,91
u04967,Romance,84
u03507,Accion,113
u07720,Terror,113
u08421,Drama,129
u01019,Suspenso,28
u09413,Accion,148
u05291,Accion,90
u02880,Terror,94
u06658,Suspenso,75
u03358,Drama,59
u05735,Comedia,55
u01547,Comedia,36
u01612,Terror,75
u03978,Drama,169
u05108,Terror,67
u04150,Romance,121
u04613,Comedia,16
u07663,Accion,99
u04512,Suspenso,67
u00556,Terror,93
u08398,Drama,94
u09194,Drama,98
u03864,Romance,84
u00118,Romance,100
u02528,Accion,68
u03852,Terror,135
u03762,Documental,77
u05491,Accion,197
u06372,Accion,74
u09651,Accion,211
u05237,Comedia,42
u05704,Suspenso,103
u04637,Drama,108
u09241,Comedia,87
u06231,Drama,110
u03001,Comedia,46
u07423,Drama,138
u05516,Comedia,48
u02226,Romance,88
u09298,Drama,63
u05988,Drama,147
u02994,Comedia,13
u08723,Comedia,29
u04863,Documental,76
u03441,Drama,117
u01997,Comedia,63
u08934,Accion,124
u01075,Drama,79
u07529,Accion,130
u00867,Accion,134
u03783,Accion,71
u09385,Drama,157
u04022,Comedia,35
u09363,Terror,58
u04184,Accion,163
u07470,Suspenso,149
u00591,Accion,111
u07192,Accion,95
u02225,Comedia,78
u07355,Accion,136
u05334,Comedia,67
u06134,Documental,22
u04846,Suspenso,127
u09809,Comedia,15
u04905,Terror,56
u04899,Comedia,19
u02496,Accion,226
u09397,Suspenso,133
u08357,Terror,112
u02484,Romance,62
u03602,Accion,110
u03328,Suspenso,157
u02001,Suspenso,106
u05256,Comedia,6
u04573,Comedia,30
u06897,Comedia,68
u05234,Comedia,73
u02365,Drama,80
u08124,Drama,97
u05829,Drama,98
u01211,Drama,124
u06847,Terror,82
u01799,Comedia,24
u00547,Accion,136
u08234,Drama,68
u01749,Comedia,59
u07453,Terror,71
u06438,Drama,104
u06914,Terror,61
u01561,Accion,126
u03778,Documental,69
u06203,Accion,139
u07786,Comedia,61
u02567,Terror,75
u07857,Accion,97
u07020,Suspenso,85
u01768,Drama,175
u01321,Suspenso,127
u03945,Drama,154
u09948,Accion,121
u05412,Drama,122
u07152,Romance,96
u05909,Accion,95
u08475,Comedia,35
u04693,Accion,114
u06363,Suspenso,64
u07045,Suspenso,158
u06005,Accion,44
u03811,Accion,116
u06102,Drama,173
u00827,Accion,130
u04004,Accion,142
u08482,Comedia,90
u08756,Drama,114
u04598,Accion,129
u07677,Suspenso,75
u08846,Terror,105
u03131,Accion,148
u01081,Drama,123
u09848,Accion,84
u03109,Terror,126
u03770,Accion,143
u08659,Accion,60
u04896,Suspenso,148
u03535,Comedia,98
u07869,Suspenso,98
u02028,Terror,89
u03693,Comedia,64
u06027,Terror,86
u02661,Accion,123
u06290,Drama,73
u02253,Suspenso,213
u02027,Suspenso,65
u01255,Drama,153
u09484,Comedia,88
u09138,Documental,64
u09979,Documental,105
u07526,Accion,77
u08681,Accion,71
u06768,Documental,50
u04826,Documental,28
u08940,Romance,132
u09815,Accion,118
u00356,Drama,119
u06299,Accion,149
u02740,Comedia,82
u09808,Documental,96
u03149,Suspenso,88
u08908,Accion,134
u03931,Drama,111
u07649,Accion,168
u04767,Accion,115
u05259,Accion,91
u04497,Accion,141
u06258,Accion,119
u08088,Romance,69
u06104,Comedia,19
u05133,Suspenso,131
u08086,Accion,135
u09875,Drama,195
u09639,Drama,102
u07189,Romance,104
u09712,Accion,86
u04311,Terror,45
u05264,Suspenso,69
u02538,Drama,30
u04999,Accion,164
u08532,Comedia,36
u08304,Drama,151
u03738,Drama,42
u04182,Terror,52
u04457,Accion,90
u00484,Comedia,64
u09073,Romance,91
u03103,Terror,76
u07528,Comedia,62
u00168,Terror,99
u07451,Accion,107
u07049,Comedia,48
u07116,Accion,119
u08029,Comedia,26
u03292,Drama,111
u01736,Drama,43
u07281,Documental,113
u09741,Drama,107
u06094,Comedia,63
u00847,Suspenso,99
u00888,Comedia,69
u06508,Accion,126
u09504,Drama,128
u04054,Drama,99
u03127,Accion,95
u04265,Accion,198
u01818,Accion,140
u03181,Comedia,31
u05021,Documental,86
u02944,Terror,95
u06180,Comedia,38
u06868,Romance,90
u03937,Drama,106
u06203,Suspenso,103
u05611,Documental,46
u03743,Suspenso,185
u09955,Suspenso,158
u09376,Romance,63
u02858,Accion,116
u03897,Suspenso,114
u05488,Accion,175
u05083,Drama,42
u08536,Accion,187
u07480,Comedia,45
u06066,Accion,135
u08827,Suspenso,106
u01238,Drama,133
u03230,Accion,123
u04378,Suspenso,131
u02178,Drama,206
u05482,Accion,112
u02924,Comedia,25
u06407,Accion,71
u05275,Accion,108
u01329,Terror,85
u05368,Accion,107
u09429,Accion,104
u01434,Terror,113
u01857,Romance,119
u01533,Comedia,22
u06862,Romance,122
u09920,Comedia,12
u04964,Comedia,85
u01496,Drama,173
u08281,Terror,109
u01929,Documental,14
u09231,Terror,108
u05894,Comedia,34
u07725,Accion,82
u01868,Drama,111
u08135,Suspenso,87
u09635,Suspenso,59
u03906,Terror,97
u05530,Terror,101
u05081,Accion,107
u03774,Accion,107
u00469,Drama,31
u08833,Accion,68
u08629,Accion,70
u08166,Terror,85
u09148,Accion,160
u04618,Accion,79
u01686,Suspenso,134
u00285,Romance,124
u04933,Accion,144
u05512,Drama,137
u02485,Suspenso,87
u01163,Suspenso,84
u09630,Suspenso,69
u01572,Comedia,50
u04010,Comedia,39
u07864,Terror,98
u04743,Drama,110
u00390,Suspenso,77
u00557,Terror,90
u06550,Comedia,47
u02001,Suspenso,92
u07759,Romance,96
u02505,Accion,151
u03526,Drama,67
u09303,Drama,114
u06143,Accion,167
u05329,Accion,93
u01277,Accion,84
u07328,Suspenso,107
u03267,Drama,85
u09593,Accion,43
u06288,Drama,85
u04226,Drama,133
u02036,Comedia,42
u05811,Drama,125
u09649,Terror,100
u01353,Romance,99
u09124,Suspenso,126
u05642,Terror,101
u02948,Suspenso,91
u04181,Drama,126
u04965,Terror,71
u06146,Suspenso,114
u08604,Suspenso,87
u00121,Suspenso,94
u01481,Drama,153
u08201,Accion,95
u07809,Suspenso,38
u04408,Terror,69
u07981,Terror,126
u00500,Accion,133
u07053,Suspenso,98
u06030,Suspenso,85
u04241,Comedia,49
u04497,Comedia,48
u02975,Romance,103
u08878,Accion,169
u05681,Accion,149
u00755,Suspenso,73
u05323,Drama,161
u06091,Accion,107
u02315,Terror,61
u07881,Comedia,61
u02298,Comedia,19
u04535,Accion,110
u03680,Accion,131
u00387,Comedia,9
u01486,Drama,54
u02544,Accion,68
u04712,Comedia,58
u07129,Drama,105
u06116,Drama,94
u08329,Comedia,53
u02050,Comedia,85
u05239,Accion,91
u00857,Romance,54
u01144,Romance,83
u02838,Romance,71
u08341,Drama,184
u06986,Comedia,53
u02267,Comedia,77
u06327,Drama,164
u08762,Terror,91
u00198,Drama,184
u03446,Accion,133
u05563,Romance,73
u06504,Drama,126
u05505,Suspenso,51
u07266,Drama,101
u07472,Comedia,30
u08904,Accion,110
u09119,Comedia,35
u08400,Accion,118
u05504,Documental,75
u02353,Comedia,55
u02776,Romance,139
u09184,Comedia,5
u05885,Accion,71
u03427,Suspenso,127
u08317,Comedia,41
u00861,Suspenso,110
u08900,Drama,134
u01315,Accion,114
u04555,Accion,89
u01058,Accion,82
u06887,Comedia,11
u08122,Comedia,16
u04437,Suspenso,111
u09553,Suspenso,102
u09362,Comedia,30
u07886,Drama,128
u01574,Accion,143
u08512,Romance,67
u07197,Comedia,49
u08563,Drama,110
u07178,Drama,82
u01809,Terror,92
u07101,Documental,14
u06228,Comedia,13
u01617,Comedia,25
u04679,Accion,96
u04979,Suspenso,67
u03901,Comedia,8
u00871,Comedia,16
u00300,Romance,100
u02270,Romance,61
u09126,Terror,63
u04329,Accion,97
u02226,Comedia,51
u00074,Romance,123
u07456,Drama,138
u07033,Documental,46
u01370,Accion,106
u01456,Drama,202
u02266,Accion,151
u07710,Suspenso,112
u09993,Romance,92
u06764,Accion,186
u02849,Comedia,46
u08474,Accion,113
u00714,Accion,183
u07466,Comedia,31
u07207,Drama,44
u05437,Suspenso,90
u07928,Romance,62
u09130,Comedia,5
u00816,Accion,55
u01776,Accion,87
u07329,Accion,97
u09371,Drama,115
u05277,Drama,156
u03794,Accion,151
u02915,Accion,140
u07791,Comedia,70
u09994,Accion,136
u06506,Accion,67
u04573,Drama,163
u01168,Suspenso,84
u08449,Terror,108
u07506,Accion,58
u02436,Terror,79
u01749,Comedia,57
u08324,Accion,99
u02675,Comedia,60
u02452,Suspenso,112
u04415,Accion,76
u08995,Drama,108
u09005,Comedia,45
u04760,Suspenso,103
u08690,Drama,163
u06044,Comedia,42
u02553,Comedia,62
u08344,Romance,102
u03284,Accion,143
u06424,Accion,94
u09542,Suspenso,74
u01126,Comedia,73
u06527,Accion,152
u01398,Romance,99
u02813,Drama,109
u00281,Accion,101
u06624,Terror,68
u07761,Comedia,48
u09669,Comedia,45
u00273,Comedia,51
u07625,Terror,120
u07507,Accion,106
u00521,Comedia,38
u01727,Romance,81
u04200,Suspenso,49
u09299,Documental,14
u05229,Accion,72
u07288,Accion,56
u09668,Documental,90
u04998,Comedia,19
u05387,Terror,85
u09109,Romance,133
u01983,Suspenso,156
u06640,Comedia,39
u04313,Drama,154
u05760,Comedia,31
u03922,Comedia,54
u08853,Terror,122
u03735,Documental,5
u07741,Comedia,32
u02046,Drama,117
u00670,Comedia,47
u06124,Documental,108
u01646,Terror,97
u09622,Drama,73
u03442,Terror,46
u00920,Accion,157
u07383,Accion,99
u05427,Drama,95
u02113,Terror,82
u03952,Accion,114
u00412,Comedia,39
u07420,Documental,41
u05268,Accion,120
u03300,Accion,107
u02859,Comedia,44
u09413,Documental,27
u02751,Comedia,43
u06315,Accion,64
u00754,Accion,96
u01487,Suspenso,129
u09633,Suspenso,57
u03372,Terror,73
u05273,Suspenso,97
u07459,Romance,107
u02207,Suspenso,64
u02370,Drama,120
u07166,Terror,120
u07347,Romance,117
u09964,Terror,105
u03771,Terror,109
u07569,Comedia,68
u01092,Drama,182
u08000,Documental,63
u09603,Suspenso,75
u00844,Accion,154
u06354,Accion,97
u09855,Comedia,5
u00878,Accion,105
u06101,Documental,53
u06513,Terror,79
u05686,Suspenso,102
u03632,Drama,135
u01562,Suspenso,95
u05448,Accion,94
u09304,Documental,75
u02155,Drama,107
u00204,Comedia,51
u04677,Documental,36
u06080,Accion,69
u00864,Terror,105
u03710,Suspenso,118
u06971,Accion,145
u08726,Suspenso,154
u05063,Terror,109
u08932,Comedia,29
u04407,Accion,176
u02313,Terror,105
u08566,Romance,70
u02659,Comedia,53
u04316,Drama,186
u01501,Comedia,35
u00520,Terror,60
u00363,Suspenso,83
u01477,Drama,88
u02013,Drama,182
u03325,Terror,63
u05856,Comedia,27
u08192,Drama,121
u05264,Drama,147
u00531,Accion,92
u04148,Comedia,35
u02703,Accion,174
u09770,Comedia,5
u01632,Accion,113
u00847,Suspenso,94
u07846,Accion,115
u09088,Terror,89
u09549,Accion,63
u01620,Romance,80
u01871,Suspenso,77
u02247,Accion,135
u09655,Suspenso,127
u02198,Comedia,110
u06194,Romance,83
u01364,Drama,109
u03603,Terror,95
u09051,Accion,151
u08970,Accion,51
u08242,Accion,111
u00376,Accion,101
u00023,Drama,185
u02673,Suspenso,157
u01030,Accion,69
u04376,Comedia,69
u00393,Comedia,21
u03518,Drama,72
u09286,Terror,43
u09690,Accion,145
u06125,Terror,97
u07502,Accion,108
u08676,Comedia,5
u04924,Comedia,28
u08423,Drama,120
u00087,Accion,106
u04485,Terror,120
u01644,Drama,123
u08911,Drama,105
u04833,Terror,93
u02230,Accion,95
u02470,Drama,45
u06597,Drama,113
u02249,Drama,112
u00583,Suspenso,194
